Região,Porte,Desenvolvimento,Porte,Codigo,Município,,CrecheTotal,CrecheFederal,CrecheEstadual,CrecheMunicipal,CrechePrivada,,PreEscolaTotal,PreEscolaFederal,PreEscolaEstadual,PreEscolaMunicipal,PreEscolaPrivada,,EFAnosInciaisTotal,EFAnosInciaisFederal,EFAnosInciaisEstadual,EFAnosInciaisMunicipal,EFAnosInciaisPrivada,,EFAnosFinaisTotal,EFAnosFinaisFederal,EFAnosFinaisEstadual,EFAnosFinaisMunicipal,EFAnosFinaisPrivada,,EnsinoMédioRegularTotal,EnsinoMédioRegularFederal,EnsinoMédioRegularEstadual,EnsinoMédioRegularMunicipal,EnsinoMédioRegularPrivada,,EProfisIntegradoTotal,EProfisIntegradoFederal,EProfisIntegradoEstadual,EProfisIntegradoMunicipal,EProfisIntegradoPrivada,,EProfisConcomitanteTotal,EProfisConcomitanteFederal,EProfisConcomitanteEstadual,EProfisConcomitanteMunicipal,EProfisConcomitantePrivada,,EProfisSubsequenteTotal,EProfisSubsequenteFederal,EProfisSubsequenteEstadual,EProfisSubsequenteMunicipal,EProfisSubsequentePrivada,,EJATotal,,EJAEnsinoFundamentalTotal,EJAEnsinoFundamentalFederal,EJAEnsinoFundamentalEstadual,EJAEnsinoFundamentalMunicipal,EJAEnsinoFundamentalPrivada,,EJAEnsinoMédioTotal,EJAEnsinoMédioFederal,EJAEnsinoMédioEstadual,EJAEnsinoMédioMunicipal,EJAEnsinoMédioPrivada
Região Administrativa de Franca,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3549508,São José da Bela Vista,,159,0,0,159,0,,211,0,0,211,0,,494,0,0,494,0,,426,0,426,0,0,,358,0,358,0,0,,40,0,40,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José dos Campos,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3549607,São José do Barreiro,,87,0,0,87,0,,96,0,0,96,0,,241,0,0,241,0,,241,0,0,241,0,,127,0,127,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"15,00",,"15,00","0,00","0,00","15,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Campinas,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 50.001 até 55.000 habitantes,3549706,São José do Rio Pardo,,1189,0,0,730,459,,1258,0,0,908,350,,3419,0,1134,1291,994,,2636,0,1754,263,619,,1.829,0,1.346,109,374,,358,0,358,0,0,,75,0,72,1,2,,242,0,156,84,2,,"141,00",,"46,00","0,00","36,00","10,00","0,00",,"95,00","0,00","95,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 450.001 até 500.000 habitantes,3549805,São José do Rio Preto,,12032,0,25,7390,4617,,11392,0,0,8537,2855,,29819,0,1,20310,9508,,23449,0,14273,1285,7891,,19.280,0,14.255,0,5.025,,1380,0,1085,0,295,,247,27,107,0,113,,3132,107,684,0,2341,,"683,00",,"323,00","0,00","94,00","229,00","0,00",,"360,00","0,00","360,00","0,00","0,00"
Região Administrativa de São José dos Campos,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 650.001 até 700.000 habitantes,3549904,São José dos Campos,,20046,106,5,9547,10388,,17796,87,0,9799,7910,,48143,0,6944,30101,11098,,37920,0,12571,16891,8458,,29.225,227,21.527,0,7.471,,2297,227,1473,0,597,,2382,55,222,213,1892,,3193,273,224,537,2159,,3.254,,1.246,"0,00","307,00","939,00","0,00",,2.008,"0,00",2.008,"0,00","0,00"
Região Metropolitana de São Paulo_Sudoeste,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3549953,São Lourenço da Serra,,270,0,0,245,25,,372,0,0,354,18,,994,0,0,986,8,,805,0,805,0,0,,629,0,629,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"65,00",,"25,00","0,00","9,00","16,00","0,00",,"40,00","0,00","40,00","0,00","0,00"
Região Administrativa de São José dos Campos,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3550001,São Luiz do Paraitinga,,129,0,0,129,0,,248,0,0,248,0,,604,0,0,604,0,,510,0,0,510,0,,444,0,444,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"21,00",,"0,00","0,00","0,00","0,00","0,00",,"21,00","0,00","21,00","0,00","0,00"
Região Administrativa de Sorocaba,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 30.001 até 40.000 habitantes,3550100,São Manuel,,803,0,0,673,130,,875,0,0,723,152,,2488,0,0,2157,331,,1930,0,1628,0,302,,1.611,0,1.492,0,119,,430,0,430,0,0,,35,0,35,0,0,,102,0,102,0,0,,"133,00",,"44,00","0,00","24,00","20,00","0,00",,"89,00","0,00","89,00","0,00","0,00"
Região Administrativa de Sorocaba,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 30.001 até 40.000 habitantes,3550209,São Miguel Arcanjo,,410,0,0,321,89,,862,0,0,826,36,,2179,0,0,2030,149,,1860,0,1707,62,91,,1.282,0,1.243,0,39,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"83,00",,"12,00","0,00","12,00","0,00","0,00",,"71,00","0,00","71,00","0,00","0,00"
Região Metropolitana de São Paulo,Metrópole,Metrópole: 900.001 habitantes ou mais,Metrópole: 1.000.001 habitantes ou mais,3550308,São Paulo,,370706,80,44,50478,320104,,281329,80,76,197499,83674,,752394,190,300193,250209,201802,,585776,394,243081,185011,157290,,459.137,1.797,361.378,2.348,93.614,,52364,1705,42750,44,7865,,20922,65,6232,1160,13465,,104625,587,21606,454,81978,,59.045,,27.083,"0,00",1.526,23.015,2.542,,31.962,"151,00",24.392,"1,00",7.418
Região Administrativa de Campinas,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 30.001 até 40.000 habitantes,3550407,São Pedro,,921,0,0,799,122,,808,0,0,671,137,,2303,0,0,1959,344,,1944,0,47,1587,310,,1.220,0,1.095,0,125,,230,0,230,0,0,,4,0,4,0,0,,39,0,39,0,0,,"31,00",,"31,00","0,00","12,00","19,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3550506,São Pedro do Turvo,,209,0,0,209,0,,233,0,0,233,0,,467,0,0,467,0,,340,0,340,0,0,,198,0,198,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Sorocaba,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3550605,São Roque,,2076,0,0,1709,367,,2167,0,0,1740,427,,6022,0,0,4435,1587,,5272,0,0,3949,1323,,3.533,387,2.303,0,843,,739,387,352,0,0,,30,0,21,0,9,,358,0,174,0,184,,"121,00",,"77,00","0,00","0,00","77,00","0,00",,"44,00","0,00","44,00","0,00","0,00"
Região Administrativa de São José dos Campos,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3550704,São Sebastião,,2840,0,0,705,2135,,2376,0,0,2260,116,,6666,0,0,5997,669,,5318,0,0,4821,497,,3.669,0,3.403,0,266,,1083,0,1083,0,0,,24,0,1,0,23,,320,0,29,0,291,,"527,00",,"287,00","0,00","0,00","287,00","0,00",,"240,00","0,00","240,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3550803,São Sebastião da Grama,,226,0,0,203,23,,257,0,0,222,35,,603,0,0,527,76,,490,0,346,85,59,,352,0,311,0,41,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"20,00",,"9,00","0,00","9,00","0,00","0,00",,"11,00","0,00","11,00","0,00","0,00"
Região Administrativa de Ribeirão Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3550902,São Simão,,311,0,0,202,109,,280,0,0,181,99,,771,0,96,395,280,,698,0,455,6,237,,660,0,576,0,84,,378,0,378,0,0,,57,0,57,0,0,,135,0,135,0,0,,"38,00",,"9,00","0,00","9,00","0,00","0,00",,"29,00","0,00","29,00","0,00","0,00"
Região Administrativa de Santos,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 300.001 até 350.000 habitantes,3551009,São Vicente,,7044,0,0,5116,1928,,7575,0,1,6119,1455,,22238,0,414,17686,4138,,17868,0,6550,8152,3166,,12.846,0,11.394,0,1.452,,580,0,580,0,0,,639,0,139,0,500,,1672,0,506,0,1166,,1.735,,1.358,"0,00","199,00",1.159,"0,00",,"377,00","0,00","377,00","0,00","0,00"
Região Administrativa de Sorocaba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3551108,Sarapuí,,279,0,0,279,0,,230,0,0,230,0,,667,0,0,667,0,,632,0,632,0,0,,414,0,414,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Itapeva,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3551207,Sarutaiá,,140,0,0,140,0,,95,0,0,95,0,,229,0,0,229,0,,193,0,193,0,0,,172,0,172,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"9,00",,"9,00","0,00","0,00","9,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3551306,Sebastianópolis do Sul,,98,0,0,98,0,,87,0,0,87,0,,220,0,0,220,0,,189,0,189,0,0,,102,0,102,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Ribeirão Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3551405,Serra Azul,,186,0,0,186,0,,225,0,0,225,0,,621,0,0,621,0,,522,0,522,0,0,,278,0,278,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"472,00",,"288,00","0,00","288,00","0,00","0,00",,"184,00","0,00","184,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3551603,Serra Negra,,765,0,0,700,65,,646,0,0,569,77,,1693,0,1154,283,256,,1292,0,1062,0,230,,929,0,806,0,123,,77,0,77,0,0,,0,0,0,0,0,,0,0,0,0,0,,"73,00",,"40,00","0,00","20,00","20,00","0,00",,"33,00","0,00","33,00","0,00","0,00"
Região Administrativa de Ribeirão Preto,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 40.001 até 50.000 habitantes,3551504,Serrana,,1388,0,0,1233,155,,1243,0,0,1037,206,,3212,0,0,2786,426,,2529,0,1203,1010,316,,1.732,0,1.600,0,132,,455,0,455,0,0,,43,0,43,0,0,,100,0,100,0,0,,"211,00",,"112,00","0,00","0,00","112,00","0,00",,"99,00","0,00","99,00","0,00","0,00"
Região Administrativa de Ribeirão Preto,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 100.001 até 150.000 habitantes,3551702,Sertãozinho,,2951,0,0,2427,524,,3255,0,0,2756,499,,8960,0,1,7322,1637,,7086,0,3023,2857,1206,,5.319,389,4.212,0,718,,788,389,399,0,0,,70,33,13,0,24,,323,148,0,0,175,,"516,00",,"151,00","0,00","104,00","47,00","0,00",,"365,00","38,00","327,00","0,00","0,00"
Região Administrativa de Registro,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3551801,Sete Barras,,217,0,0,217,0,,407,0,7,400,0,,961,0,6,955,0,,826,0,687,139,0,,546,0,546,0,0,,133,0,133,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Barretos,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3551900,Severínia,,333,0,0,333,0,,400,0,0,400,0,,883,0,0,883,0,,744,0,0,744,0,,593,0,593,0,0,,17,0,17,0,0,,6,0,0,0,6,,78,0,0,0,78,,"67,00",,"67,00","0,00","0,00","67,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José dos Campos,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3552007,Silveiras,,99,0,0,99,0,,142,0,0,142,0,,380,0,0,380,0,,323,0,261,62,0,,404,0,404,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"38,00",,"8,00","0,00","8,00","0,00","0,00",,"30,00","0,00","30,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 40.001 até 50.000 habitantes,3552106,Socorro,,889,0,0,768,121,,839,0,0,725,114,,2163,0,205,1534,424,,1946,0,1460,0,486,,1.495,0,1.199,0,296,,50,0,50,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Sorocaba,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 700.001 até 750.000 habitantes,3552205,Sorocaba,,18646,0,0,13121,5525,,18188,0,0,13786,4402,,48952,0,5239,31273,12440,,38475,0,26791,2256,9428,,31.127,264,24.831,0,6.032,,4272,0,4060,0,212,,596,20,317,0,259,,6555,188,1599,0,4768,,4.436,,1.872,"0,00",1.406,"158,00","308,00",,2.564,"0,00",2.037,"0,00","527,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3552304,Sud Mennucci,,149,0,0,149,0,,176,0,0,176,0,,413,0,0,405,8,,375,0,0,375,0,,248,0,248,0,0,,26,0,26,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Campinas,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 250.001 até 300.000 habitantes,3552403,Sumaré,,7204,0,0,571,6633,,7074,0,0,6168,906,,18116,0,4033,11759,2324,,14422,0,11035,1827,1560,,10.383,0,8.915,980,488,,1139,0,159,980,0,,67,0,22,0,45,,593,0,40,0,553,,"482,00",,"239,00","0,00","90,00","149,00","0,00",,"243,00","0,00","243,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3552551,Suzanápolis,,87,0,0,87,0,,70,0,0,70,0,,210,0,0,207,3,,183,0,183,0,0,,109,0,109,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"12,00",,"12,00","0,00","0,00","12,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Metropolitana de São Paulo_Leste,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 300.001 até 350.000 habitantes,3552502,Suzano,,7523,0,0,3023,4500,,8958,0,0,6942,2016,,24779,0,8458,12599,3722,,19293,0,16413,0,2880,,18.368,241,16.572,0,1.555,,2440,241,2199,0,0,,196,74,91,0,31,,1754,129,364,0,1261,,1.691,,"631,00","0,00","255,00","147,00","229,00",,1.060,"38,00","570,00","0,00","452,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3552601,Tabapuã,,232,0,0,232,0,,204,0,0,204,0,,623,0,0,623,0,,502,0,139,363,0,,439,0,439,0,0,,35,0,35,0,0,,0,0,0,0,0,,0,0,0,0,0,,"30,00",,"2,00","0,00","0,00","2,00","0,00",,"28,00","0,00","28,00","0,00","0,00"
Região Administrativa Central,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3552700,Tabatinga,,353,0,0,315,38,,365,0,0,335,30,,990,0,97,790,103,,761,0,364,313,84,,550,0,500,0,50,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Metropolitana de São Paulo_Sudoeste,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 250.001 até 300.000 habitantes,3552809,Taboão da Serra,,5553,0,0,2901,2652,,6683,0,0,5369,1314,,19581,0,369,14702,4510,,16325,0,12597,26,3702,,15.800,0,13.960,0,1.840,,1071,0,997,0,74,,178,0,37,0,141,,2286,0,60,0,2226,,"682,00",,"356,00","0,00","0,00","356,00","0,00",,"326,00","0,00","326,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3552908,Taciba,,199,0,0,199,0,,154,0,0,154,0,,429,0,0,429,0,,311,0,311,0,0,,151,0,151,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Itapeva,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3553005,Taguaí,,470,0,0,396,74,,394,0,0,374,20,,874,0,0,813,61,,713,0,668,0,45,,627,0,627,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Barretos,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3553104,Taiaçu,,153,0,0,153,0,,146,0,0,146,0,,350,0,0,329,21,,219,0,219,0,0,,130,0,130,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"29,00",,"9,00","0,00","0,00","9,00","0,00",,"20,00","0,00","0,00","20,00","0,00"
Região Administrativa de Barretos,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3553203,Taiúva,,132,0,0,132,0,,128,0,0,128,0,,323,0,0,323,0,,241,0,241,0,0,,128,0,128,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"167,00",,"89,00","0,00","77,00","12,00","0,00",,"78,00","0,00","62,00","16,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3553302,Tambaú,,545,0,0,474,71,,499,0,0,440,59,,1435,0,0,1088,347,,1135,0,769,0,366,,681,0,510,0,171,,89,0,89,0,0,,0,0,0,0,0,,0,0,0,0,0,,"37,00",,"17,00","0,00","10,00","7,00","0,00",,"20,00","0,00","20,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3553401,Tanabi,,543,0,0,477,66,,597,0,0,542,55,,1610,0,0,1387,223,,1269,0,824,223,222,,1.139,0,972,0,167,,124,0,124,0,0,,0,0,0,0,0,,0,0,0,0,0,,"9,00",,"9,00","0,00","0,00","9,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Sorocaba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3553500,Tapiraí,,233,0,0,233,0,,218,0,0,218,0,,553,0,0,553,0,,448,0,448,0,0,,311,0,311,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3553609,Tapiratiba,,430,0,0,425,5,,420,0,0,406,14,,659,0,0,596,63,,567,0,125,392,50,,132,0,112,0,20,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa Central,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3553658,Taquaral,,73,0,0,73,0,,47,0,0,47,0,,117,0,0,117,0,,123,0,123,0,0,,82,0,82,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa Central,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 50.001 até 55.000 habitantes,3553708,Taquaritinga,,891,0,0,683,208,,1100,0,0,897,203,,3069,0,0,2522,547,,2442,0,1719,315,408,,2.044,0,1.827,0,217,,648,0,648,0,0,,169,0,135,34,0,,414,0,404,10,0,,"149,00",,"52,00","0,00","25,00","27,00","0,00",,"97,00","0,00","97,00","0,00","0,00"
Região Administrativa de Itapeva,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3553807,Taquarituba,,819,0,0,393,426,,655,0,0,554,101,,1586,0,0,1284,302,,1279,0,1050,0,229,,1.180,0,1.056,0,124,,304,0,304,0,0,,13,0,10,0,3,,122,0,67,0,55,,"174,00",,"106,00","0,00","73,00","33,00","0,00",,"68,00","0,00","68,00","0,00","0,00"
Região Administrativa de Itapeva,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3553856,Taquarivaí,,153,0,0,153,0,,245,0,0,245,0,,437,0,0,437,0,,364,0,0,364,0,,452,0,452,0,0,,203,0,203,0,0,,48,0,48,0,0,,64,0,64,0,0,,"18,00",,"10,00","0,00","0,00","10,00","0,00",,"8,00","0,00","8,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3553906,Tarabai,,169,0,0,169,0,,171,0,0,171,0,,397,0,0,397,0,,346,0,0,346,0,,290,0,290,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"20,00",,"20,00","0,00","20,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3553955,Tarumã,,515,0,0,515,0,,359,0,0,359,0,,1062,0,0,1062,0,,864,0,864,0,0,,513,0,513,0,0,,24,0,24,0,0,,0,0,0,0,0,,0,0,0,0,0,,"176,00",,"86,00","0,00","35,00","51,00","0,00",,"90,00","0,00","90,00","0,00","0,00"
Região Administrativa de Sorocaba,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 100.001 até 150.000 habitantes,3554003,Tatuí,,2400,0,0,2067,333,,3138,0,0,2673,465,,8357,0,0,6607,1750,,6914,0,3532,1895,1487,,5.386,0,4.547,0,839,,1112,0,1112,0,0,,109,0,95,14,0,,737,0,542,129,66,,"285,00",,"127,00","0,00","0,00","127,00","0,00",,"158,00","0,00","158,00","0,00","0,00"
Região Administrativa de São José dos Campos,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 300.001 até 350.000 habitantes,3554102,Taubaté,,7536,0,0,5863,1673,,7861,0,0,5994,1867,,20488,0,1,15333,5154,,16678,0,250,12470,3958,,12.586,0,9.739,244,2.603,,1590,0,1590,0,0,,296,0,18,46,232,,2266,0,141,314,1811,,3.159,,"911,00","0,00","719,00","101,00","91,00",,2.248,"0,00",1.988,"0,00","260,00"
